ID,Review,Sentiment,Length,PunctuationCount,UppercaseCount,SentimentScore,Source,ProductID
725,It's alright but could be better.,Neutral,6,1,1,0,Website B,1987
246,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website A,1000
411,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1084
637,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website C,1800
181,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website A,1975
692,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1549
809,"It works as expected, no complaints.",Neutral,6,2,1,0,Website B,1470
154,Exceeded my expectations in every way.,Positive,6,1,1,1,Website A,1738
98,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1627
373,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website B,1170
70,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website C,1459
836,"It works as expected, no complaints.",Neutral,6,2,1,0,Website C,1081
769,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website C,1648
482,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website B,1629
176,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website B,1122
980,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website B,1323
955,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website A,1892
694,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website A,1636
3,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website A,1407
150,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website B,1617
629,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website C,1630
685,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website C,1060
907,"It works as expected, no complaints.",Neutral,6,2,1,0,Website B,1030
742,It's alright but could be better.,Neutral,6,1,1,0,Website A,1797
491,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website B,1126
957,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website C,1685
963,It's alright but could be better.,Neutral,6,1,1,0,Website C,1077
297,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website C,1159
777,"The product is okay, nothing special.",Neutral,6,2,1,0,Website B,1489
175,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website B,1033
302,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website C,1979
470,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website C,1430
918,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website B,1581
992,It's alright but could be better.,Neutral,6,1,1,0,Website A,1465
883,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website B,1113
74,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website A,1316
103,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website B,1773
273,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website A,1096
944,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website B,1847
934,"The product is okay, nothing special.",Neutral,6,2,1,0,Website B,1689
952,"It works as expected, no complaints.",Neutral,6,2,1,0,Website C,1605
32,Exceeded my expectations in every way.,Positive,6,1,1,1,Website C,1496
449,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website C,1593
759,It's alright but could be better.,Neutral,6,1,1,0,Website C,1437
215,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1861
661,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1858
330,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website B,1443
468,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website A,1686
78,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website A,1240
132,Great quality and excellent customer service.,Positive,6,1,1,1,Website A,1986
569,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website A,1557
254,Exceeded my expectations in every way.,Positive,6,1,1,1,Website C,1734
876,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website B,1538
495,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website C,1891
21,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website A,1870
559,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website B,1962
265,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1097
163,Exceeded my expectations in every way.,Positive,6,1,1,1,Website C,1000
14,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website C,1878
445,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website B,1120
717,"It works as expected, no complaints.",Neutral,6,2,1,0,Website C,1768
864,"The product is okay, nothing special.",Neutral,6,2,1,0,Website A,1719
518,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website B,1955
533,One star. Would not buy again.,Negative,6,2,2,-1,Website C,1013
881,"The product is okay, nothing special.",Neutral,6,2,1,0,Website A,1659
446,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website A,1135
134,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website A,1409
399,Exceeded my expectations in every way.,Positive,6,1,1,1,Website A,1158
115,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website A,1341
84,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website A,1156
51,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website B,1087
761,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website C,1352
617,One star. Would not buy again.,Negative,6,2,2,-1,Website B,1312
187,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1934
443,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1246
880,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website B,1119
817,It's alright but could be better.,Neutral,6,1,1,0,Website C,1010
351,Great quality and excellent customer service.,Positive,6,1,1,1,Website A,1564
502,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website C,1461
497,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website C,1929
674,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1332
878,It's alright but could be better.,Neutral,6,1,1,0,Website C,1863
537,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website A,1572
778,It's alright but could be better.,Neutral,6,1,1,0,Website A,1164
303,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website A,1443
607,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website A,1982
930,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website B,1886
278,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website C,1253
317,Great quality and excellent customer service.,Positive,6,1,1,1,Website A,1595
503,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website A,1134
591,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1447
747,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website C,1592
469,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website A,1133
92,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1991
422,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1815
466,One star. Would not buy again.,Negative,6,2,2,-1,Website A,1753
239,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website A,1954
997,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website A,1914
183,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website C,1287
609,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website A,1849
716,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website C,1060
544,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website C,1040
683,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website C,1807
732,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website C,1863
448,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1500
733,It's alright but could be better.,Neutral,6,1,1,0,Website C,1728
100,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website A,1383
819,"It works as expected, no complaints.",Neutral,6,2,1,0,Website C,1956
171,Great quality and excellent customer service.,Positive,6,1,1,1,Website A,1432
620,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website B,1492
31,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website C,1382
210,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website C,1380
605,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website A,1554
543,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website C,1439
891,"It works as expected, no complaints.",Neutral,6,2,1,0,Website B,1065
895,It's alright but could be better.,Neutral,6,1,1,0,Website A,1894
244,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website B,1734
433,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website C,1695
982,"The product is okay, nothing special.",Neutral,6,2,1,0,Website C,1130
729,"It works as expected, no complaints.",Neutral,6,2,1,0,Website C,1609
471,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website A,1434
577,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website A,1121
316,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1501
750,It's alright but could be better.,Neutral,6,1,1,0,Website C,1260
95,Great quality and excellent customer service.,Positive,6,1,1,1,Website B,1580
275,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1799
623,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1008
7,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1688
584,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website B,1926
337,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website B,1369
276,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1767
160,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website B,1631
726,"It works as expected, no complaints.",Neutral,6,2,1,0,Website A,1673
838,"It works as expected, no complaints.",Neutral,6,2,1,0,Website A,1342
722,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website A,1477
974,It's alright but could be better.,Neutral,6,1,1,0,Website C,1458
369,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1043
763,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website C,1384
131,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website B,1207
40,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website B,1260
888,"The product is okay, nothing special.",Neutral,6,2,1,0,Website B,1703
177,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1042
418,One star. Would not buy again.,Negative,6,2,2,-1,Website B,1304
434,One star. Would not buy again.,Negative,6,2,2,-1,Website C,1738
658,One star. Would not buy again.,Negative,6,2,2,-1,Website B,1692
659,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website A,1901
398,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website C,1106
522,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website A,1322
721,"It works as expected, no complaints.",Neutral,6,2,1,0,Website B,1734
118,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website A,1618
281,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website A,1033
848,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website C,1216
925,"It works as expected, no complaints.",Neutral,6,2,1,0,Website A,1287
486,One star. Would not buy again.,Negative,6,2,2,-1,Website A,1154
898,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website A,1032
567,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website C,1792
586,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1887
879,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website B,1102
300,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website A,1811
727,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website A,1419
452,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website A,1753
10,Exceeded my expectations in every way.,Positive,6,1,1,1,Website A,1074
454,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website C,1130
840,"It works as expected, no complaints.",Neutral,6,2,1,0,Website A,1308
744,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website A,1198
897,"It works as expected, no complaints.",Neutral,6,2,1,0,Website B,1655
660,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website C,1861
513,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website B,1054
414,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website C,1584
847,It's alright but could be better.,Neutral,6,1,1,0,Website A,1675
682,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website C,1791
328,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website B,1160
350,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website A,1032
510,One star. Would not buy again.,Negative,6,2,2,-1,Website A,1430
324,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website A,1598
285,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website B,1706
311,Great quality and excellent customer service.,Positive,6,1,1,1,Website A,1359
758,"It works as expected, no complaints.",Neutral,6,2,1,0,Website C,1847
94,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1966
12,Great quality and excellent customer service.,Positive,6,1,1,1,Website B,1915
227,Great quality and excellent customer service.,Positive,6,1,1,1,Website A,1633
923,"The product is okay, nothing special.",Neutral,6,2,1,0,Website B,1306
309,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website A,1460
346,Exceeded my expectations in every way.,Positive,6,1,1,1,Website C,1306
896,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website B,1309
310,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website A,1738
2,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website B,1861
524,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website C,1292
681,One star. Would not buy again.,Negative,6,2,2,-1,Website C,1425
295,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website A,1447
135,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website C,1294
248,Great quality and excellent customer service.,Positive,6,1,1,1,Website B,1754
339,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website B,1763
83,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website C,1589
267,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1774
863,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website C,1536
954,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website A,1031
608,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website B,1032
551,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website B,1725
536,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website A,1852
245,Great quality and excellent customer service.,Positive,6,1,1,1,Website B,1050
770,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website B,1770
749,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website C,1498
463,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website C,1821
538,One star. Would not buy again.,Negative,6,2,2,-1,Website C,1623
403,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website A,1315
465,Extremely dissatisfied with the service.,Negative,5,1,1,-1,Website B,1644
174,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website B,1612
207,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website A,1623
204,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website A,1954
65,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website B,1131
596,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website B,1017
195,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website A,1369
49,Five stars! Perfect product and quick delivery.,Positive,7,2,2,1,Website B,1364
299,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1729
353,Exceeded my expectations in every way.,Positive,6,1,1,1,Website B,1896
214,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website A,1715
217,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1854
101,Absolutely loved this product! Highly recommend it.,Positive,7,2,2,1,Website A,1124
940,Neutral feelings about this purchase.,Neutral,5,1,1,0,Website A,1996
893,"It works as expected, no complaints.",Neutral,6,2,1,0,Website A,1841
922,"It works as expected, no complaints.",Neutral,6,2,1,0,Website B,1948
874,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website B,1832
431,Worst purchase ever. Do not recommend.,Negative,6,2,2,-1,Website C,1131
782,It's alright but could be better.,Neutral,6,1,1,0,Website A,1414
444,Product broke after just one use. Waste of money.,Negative,9,2,2,-1,Website B,1690
42,"Fantastic experience, would buy again!",Positive,5,2,1,1,Website B,1486
792,"It works as expected, no complaints.",Neutral,6,2,1,0,Website A,1298
87,Great quality and excellent customer service.,Positive,6,1,1,1,Website C,1482
516,"Terrible quality, completely disappointed.",Negative,4,2,1,-1,Website B,1060
793,"Average experience, not too bad but not great.",Neutral,8,2,1,0,Website C,1172
745,It's alright but could be better.,Neutral,6,1,1,0,Website A,1624
958,It's alright but could be better.,Neutral,6,1,1,0,Website B,1381
1001,One star. Would not buy again.,Positive,19,4,8,0,Website A,1269
1002,Extremely dissatisfied with the service.,Neutral,5,3,6,1,Website C,1893
1003,It's alright but could be better.,Neutral,16,5,5,1,Website B,1402
1004,Great quality and excellent customer service.,Negative,16,3,1,0,Website C,1354
1005,It's alright but could be better.,Neutral,20,1,2,-1,Website B,1523
1006,"It works as expected, no complaints.",Negative,17,5,5,-1,Website C,1816
1007,One star. Would not buy again.,Positive,19,4,3,-1,Website A,1694
1008,Absolutely loved this product! Highly recommend it.,Negative,17,3,8,1,Website B,1572
1009,It's alright but could be better.,Negative,14,1,1,0,Website B,1767
1010,"It works as expected, no complaints.",Neutral,10,1,5,-1,Website A,1061
